TotalTime;Phase;PhaseTime;Vel;Acc
606;Phase 1;606;21.592032;0.312928
607;Phase 1;607;21.90496;0.044704
608;Phase 1;608;21.949664;-0.044704
609;Phase 1;609;21.90496;-0.044704
610;Phase 1;610;21.860256;-0.402336
611;Phase 1;611;21.45792;-0.402336
612;Phase 1;612;21.055584;-0.402336
613;Phase 1;613;20.653248;-0.044704
614;Phase 1;614;20.608544;0
615;Phase 1;615;20.608544;0.044704
616;Phase 1;616;20.653248;0.312928
617;Phase 1;617;20.966176;0.402336
618;Phase 1;618;21.368512;0.536448
619;Phase 1;619;21.90496;0.312928
620;Phase 1;620;22.217888;0.402336
621;Phase 1;621;22.620224;0.402336
622;Phase 1;622;23.02256;0.312928
623;Phase 1;623;23.335488;0.22352
624;Phase 1;624;23.559008;0.134112
625;Phase 1;625;23.69312;0.268224
626;Phase 1;626;23.961344;0.178816
627;Phase 1;627;24.14016;0.044704
628;Phase 1;628;24.184864;0.134112
629;Phase 1;629;24.318976;0.134112
630;Phase 1;630;24.453088;0.178816
631;Phase 1;631;24.631904;0.134112
632;Phase 1;632;24.766016;0
633;Phase 1;633;24.766016;-0.178816
634;Phase 1;634;24.5872;-0.22352
635;Phase 1;635;24.36368;-0.402336
636;Phase 1;636;23.961344;-0.491744
637;Phase 1;637;23.4696;-1.028192
638;Phase 1;638;22.441408;-0.89408
639;Phase 1;639;21.547328;-0.759968
640;Phase 1;640;20.78736;-0.134112
641;Phase 1;641;20.653248;-0.089408
642;Phase 1;642;20.56384;0
643;Phase 1;643;20.56384;0.134112
644;Phase 1;644;20.697952;0.22352
645;Phase 1;645;20.921472;0.312928
646;Phase 1;646;21.2344;0.312928
647;Phase 1;647;21.547328;0.268224
648;Phase 1;648;21.815552;0.312928
649;Phase 1;649;22.12848;0.312928
650;Phase 1;650;22.441408;0.22352
651;Phase 1;651;22.664928;0.178816
652;Phase 1;652;22.843744;0.268224
653;Phase 1;653;23.111968;0.22352
654;Phase 1;654;23.335488;0.134112
655;Phase 1;655;23.4696;-0.178816
656;Phase 1;656;23.290784;-0.22352
657;Phase 1;657;23.067264;-0.22352
658;Phase 1;658;22.843744;-0.044704
659;Phase 1;659;22.79904;0
660;Phase 1;660;22.79904;0.044704
661;Phase 1;661;22.843744;0.134112
662;Phase 1;662;22.977856;0.134112
663;Phase 1;663;23.111968;0.134112
664;Phase 1;664;23.24608;0.089408
665;Phase 1;665;23.335488;0.134112
666;Phase 1;666;23.4696;0.134112
667;Phase 1;667;23.603712;-0.044704
668;Phase 1;668;23.559008;-0.044704
669;Phase 1;669;23.514304;-0.134112
670;Phase 1;670;23.380192;0
671;Phase 1;671;23.380192;0.044704
672;Phase 1;672;23.424896;0.044704
673;Phase 1;673;23.4696;0.089408
674;Phase 1;674;23.559008;0
675;Phase 1;675;23.559008;-0.134112
676;Phase 1;676;23.424896;-0.134112
677;Phase 1;677;23.290784;-0.178816
678;Phase 1;678;23.111968;-0.268224
679;Phase 1;679;22.843744;-0.268224
680;Phase 1;680;22.57552;-0.178816
681;Phase 1;681;22.396704;-0.134112
682;Phase 1;682;22.262592;-0.044704
683;Phase 1;683;22.217888;-0.044704
684;Phase 1;684;22.173184;-0.044704
685;Phase 1;685;22.12848;0
686;Phase 1;686;22.12848;0.089408
687;Phase 1;687;22.217888;0.134112
688;Phase 1;688;22.352;0.089408
689;Phase 1;689;22.441408;0.178816
690;Phase 1;690;22.620224;0.22352
691;Phase 1;691;22.843744;0.22352
692;Phase 1;692;23.067264;0.134112
693;Phase 1;693;23.201376;0.044704
694;Phase 1;694;23.24608;0.044704
695;Phase 1;695;23.290784;0.134112
696;Phase 1;696;23.424896;0.22352
697;Phase 1;697;23.648416;0.178816
698;Phase 1;698;23.827232;0.178816
